종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
030350,드래곤플라이,KOSDAQ,디지털컨텐츠,539,-9,-1.64,"37,400,656,447"
203650,드림시큐리티,KOSDAQ,출판·매체복제,"3,685",-25,-0.67,"186,482,203,490"
223250,드림씨아이에스,KOSDAQ,기타서비스,"3,000",60,2.04,"71,127,840,000"
060570,드림어스컴퍼니,KOSDAQ,디지털컨텐츠,"3,005",-15,-0.50,"227,242,826,865"
362990,드림인사이트,KOSDAQ,기타서비스,"3,190",10,0.31,"52,609,371,540"
217620,디딤이앤에프,KOSDAQ,숙박·음식,340,-32,-8.60,"19,634,051,400"
016670,디모아,KOSDAQ,유통,248,-22,-8.15,"25,260,789,952"
187870,디바이스이엔지,KOSDAQ,반도체,"15,240",-80,-0.52,"107,237,921,160"
066670,디스플레이텍,KOSDAQ,IT부품,"5,550",60,1.09,"103,740,144,900"
110990,디아이티,KOSDAQ,IT부품,"19,260","-1,140",-5.59,"364,014,000,000"
263690,디알젬,KOSDAQ,의료·정밀기기,"10,040",-40,-0.40,"113,709,124,400"
214680,디알텍,KOSDAQ,의료·정밀기기,"3,470",-15,-0.43,"254,072,636,600"
263720,디앤씨미디어,KOSDAQ,디지털컨텐츠,"22,700",-50,-0.22,"284,305,537,100"
376300,디어유,KOSDAQ,소프트웨어,"28,900",-300,-1.03,"686,039,933,400"
109740,디에스케이,KOSDAQ,기계·장비,"5,540",50,0.91,"149,718,001,400"
196490,디에이테크놀로지,KOSDAQ,기계·장비,"1,782",0,0.00,"60,377,495,904"
066900,디에이피,KOSDAQ,IT부품,"3,000",-15,-0.50,"68,233,509,000"
127120,디엔에이링크,KOSDAQ,기타서비스,"3,050",60,2.01,"56,993,995,800"
092070,디엔에프,KOSDAQ,화학,"23,650",850,3.73,"273,674,441,700"
039840,디오,KOSDAQ,의료·정밀기기,"23,300",600,2.64,"370,044,891,500"
219550,디와이디,KOSDAQ,유통,828,-98,-10.58,"43,293,176,460"
310870,디와이씨,KOSDAQ,운송장비·부품,"1,598",0,0.00,"33,058,259,058"
104460,디와이피엔에프,KOSDAQ,기계·장비,"19,320",-100,-0.51,"206,987,235,000"
079810,디이엔티,KOSDAQ,기계·장비,"13,700",10,0.07,"301,784,887,800"
113810,디젠스,KOSDAQ,운송장비·부품,"1,059",-5,-0.47,"34,553,106,009"
043360,디지아이,KOSDAQ,정보기기,"2,605",10,0.39,"23,445,000,000"
197140,디지캡,KOSDAQ,출판·매체복제,"5,050",90,1.81,"48,464,112,700"
068930,디지털대성,KOSDAQ,기타서비스,"6,430",-30,-0.46,"177,952,449,060"
033130,디지틀조선,KOSDAQ,디지털컨텐츠,"2,010",10,0.50,"74,601,686,670"
105740,디케이락,KOSDAQ,기계·장비,"8,630",50,0.58,"87,650,707,190"
263020,디케이앤디,KOSDAQ,화학,"2,790",-10,-0.36,"42,044,828,490"
290550,디케이티,KOSDAQ,IT부품,"9,240",-40,-0.43,"172,495,748,040"
187220,디티앤씨,KOSDAQ,기타서비스,"4,400",-60,-1.35,"51,471,292,400"
383930,디티앤씨알오,KOSDAQ,기타서비스,"10,120","-1,040",-9.32,"128,832,781,440"
131180,딜리,KOSDAQ,정보기기,"1,119",5,0.45,"32,842,650,000"
315640,딥노이드,KOSDAQ,소프트웨어,"17,410",70,0.40,"195,177,137,940"
317120,라닉스,KOSDAQ,일반전기전자,"3,730",-40,-1.06,"36,031,800,000"
042510,라온시큐어,KOSDAQ,소프트웨어,"2,460",-15,-0.61,"137,823,642,660"
232680,라온테크,KOSDAQ,반도체,"8,890",-110,-1.22,"111,429,340,260"
418420,라온텍,KOSDAQ,반도체,"6,480",-70,-1.07,"191,461,695,840"
300120,라온피플,KOSDAQ,IT부품,"7,210",-240,-3.22,"150,227,646,520"
171120,라이온켐텍,KOSDAQ,화학,"3,235",25,0.78,"116,142,193,600"
388790,라이콤,KOSDAQ,통신장비,"2,150",-45,-2.05,"64,314,949,500"
069540,라이트론,KOSDAQ,통신장비,"2,215",-35,-1.56,"63,407,507,010"
347700,라이프시맨틱스,KOSDAQ,소프트웨어,"2,170",-10,-0.46,"33,991,986,700"
214260,라파스,KOSDAQ,화학,"17,610",210,1.21,"152,448,290,760"
200350,래몽래인,KOSDAQ,오락·문화,"14,950",-500,-3.24,"100,079,740,150"
171010,램테크놀러지,KOSDAQ,반도체,"4,660",10,0.22,"66,190,900,960"
084650,랩지노믹스,KOSDAQ,기타서비스,"3,230",10,0.31,"239,795,167,700"
217500,러셀,KOSDAQ,기계·장비,"3,050",-5,-0.16,"97,026,600,000"
141080,레고켐바이오,KOSDAQ,기타서비스,"72,600",800,1.11,"2,041,534,506,000"
038390,레드캡투어,KOSDAQ,기타서비스,"15,510",-90,-0.58,"133,222,834,800"
294140,레몬,KOSDAQ,화학,"2,430",270,12.50,"102,060,000,000"
443250,레뷰코퍼레이션,KOSDAQ,소프트웨어,"12,000",230,1.95,"133,260,312,000"
228670,레이,KOSDAQ,의료·정밀기기,"16,930",130,0.77,"258,758,847,990"
228850,레이언스,KOSDAQ,의료·정밀기기,"9,010",0,0.00,"149,485,036,140"
412350,레이저쎌,KOSDAQ,반도체,"8,690",160,1.88,"75,659,241,680"
199550,레이저옵텍,KOSDAQ,의료·정밀기기,"10,180",-90,-0.88,"115,979,039,940"
281740,레이크머티리얼즈,KOSDAQ,화학,"27,550","1,000",3.77,"1,810,876,597,400"
277810,레인보우로보틱스,KOSDAQ,기계·장비,"195,500","-3,200",-1.61,"3,792,672,239,000"
215100,로보로보,KOSDAQ,디지털컨텐츠,"4,890",120,2.52,"99,503,940,060"
090360,로보스타,KOSDAQ,기계·장비,"35,800",-600,-1.65,"349,050,000,000"
108490,로보티즈,KOSDAQ,소프트웨어,"27,300",200,0.74,"355,860,086,400"
900260,로스웰,KOSDAQ,금융,803,60,8.08,"28,933,124,264"
067730,로지시스,KOSDAQ,컴퓨터서비스,"3,280",60,1.86,"31,730,464,160"
071280,로체시스템즈,KOSDAQ,반도체,"10,060",0,0.00,"153,883,826,180"
328130,루닛,KOSDAQ,소프트웨어,"62,100",-200,-0.32,"1,785,984,201,000"
038060,루멘스,KOSDAQ,반도체,"1,113",13,1.18,"53,538,715,797"
060240,룽투코리아,KOSDAQ,디지털컨텐츠,"1,510",12,0.80,"38,398,218,840"
058470,리노공업,KOSDAQ,반도체,"248,000",-500,-0.20,"3,780,107,760,000"
019570,리더스 기술투자,KOSDAQ,금융,701,10,1.45,"36,781,498,040"
016100,리더스코스메틱,KOSDAQ,화학,"1,979",-13,-0.65,"37,800,669,226"
012700,리드코프,KOSDAQ,유통,"5,570",10,0.18,"147,304,971,950"
302550,리메드,KOSDAQ,의료·정밀기기,"2,860",-20,-0.69,"87,624,908,800"
073570,리튬포어스,KOSDAQ,기타제조,"7,080",-130,-1.80,"249,876,733,920"
377450,리파인,KOSDAQ,기타서비스,"9,370",130,1.41,"162,382,100,000"
277070,린드먼아시아,KOSDAQ,금융,"6,000",-40,-0.66,"82,152,000,000"
042500,링네트,KOSDAQ,컴퓨터서비스,"6,500",200,3.17,"99,819,707,000"
219420,링크제니시스,KOSDAQ,소프트웨어,"8,940",220,2.52,"102,537,392,580"
439090,마녀공장,KOSDAQ,화학,"19,970",-10,-0.05,"327,073,852,200"
195500,마니커에프앤지,KOSDAQ,음식료·담배,"3,095",55,1.81,"49,297,160,000"
377480,마음AI,KOSDAQ,소프트웨어,"26,850",100,0.37,"165,556,643,550"
305090,마이크로디지탈,KOSDAQ,의료·정밀기기,"6,470",180,2.86,"101,169,216,080"
098120,마이크로컨텍솔,KOSDAQ,반도체,"9,980",-10,-0.10,"82,961,404,680"
424980,마이크로투나노,KOSDAQ,반도체,"12,290",-90,-0.73,"72,743,158,100"
038290,마크로젠,KOSDAQ,기타서비스,"23,250",350,1.53,"252,062,550,000"
267980,매일유업,KOSDAQ,음식료·담배,"40,050",-50,-0.12,"314,137,701,900"
005990,매일홀딩스,KOSDAQ,음식료·담배,"8,100",120,1.50,"111,118,262,400"
093520,매커스,KOSDAQ,유통,"15,400",-10,-0.06,"248,911,616,800"
377030,맥스트,KOSDAQ,소프트웨어,"5,830",120,2.10,"114,098,242,060"
100590,머큐리,KOSDAQ,일반전기전자,"5,180",-10,-0.19,"81,999,519,140"
067280,멀티캠퍼스,KOSDAQ,디지털컨텐츠,"35,350",-50,-0.14,"209,511,637,650"
072870,메가스터디,KOSDAQ,출판·매체복제,"11,380",20,0.18,"135,660,513,420"
215200,메가스터디교육,KOSDAQ,기타서비스,"56,300",-100,-0.18,"658,398,886,200"
133750,메가엠디,KOSDAQ,기타서비스,"2,845",-10,-0.35,"66,593,134,065"
446540,메가터치,KOSDAQ,반도체,"5,900",440,8.06,"122,548,900,000"
235980,메드팩토,KOSDAQ,기타서비스,"15,270",30,0.20,"512,777,212,650"
041920,메디아나,KOSDAQ,의료·정밀기기,"6,720",-70,-1.03,"124,980,058,560"
014100,메디앙스,KOSDAQ,화학,"3,330",-360,-9.76,"39,294,000,000"
054180,메디콕스,KOSDAQ,운송장비·부품,796,0,0.00,"43,622,936,464"
086900,메디톡스,KOSDAQ,제약,"141,100",300,0.21,"1,029,813,834,800"
078160,메디포스트,KOSDAQ,제약,"7,290",0,0.00,"249,447,652,650"
065650,메디프론,KOSDAQ,유통,"1,415",-12,-0.84,"82,860,716,150"
408920,메쎄이상,KOSDAQ,기타서비스,"2,435",5,0.21,"105,271,027,925"
021880,메이슨캐피탈,KOSDAQ,금융,318,4,1.27,"48,394,641,744"
140410,메지온,KOSDAQ,기타서비스,"42,850","1,350",3.25,"1,268,676,618,650"
241770,메카로,KOSDAQ,반도체,"8,700",0,0.00,"88,675,968,000"
059210,메타바이오메드,KOSDAQ,제약,"4,445",5,0.11,"106,068,150,195"
058110,멕아이씨에스,KOSDAQ,의료·정밀기기,"3,615",15,0.42,"58,022,665,950"
434480,모니터랩,KOSDAQ,소프트웨어,"5,360",20,0.37,"65,232,808,000"
080420,모다이노칩,KOSDAQ,IT부품,"2,220",5,0.23,"176,982,000,840"
417970,모델솔루션,KOSDAQ,기계·장비,"15,300",-10,-0.07,"97,869,510,000"
080160,모두투어,KOSDAQ,기타서비스,"15,910",300,1.92,"300,699,000,000"
087260,모바일어플라이언스,KOSDAQ,소프트웨어,"2,335",-5,-0.21,"76,010,930,435"
101330,모베이스,KOSDAQ,IT부품,"3,525",20,0.57,"81,593,277,225"
012860,모베이스전자,KOSDAQ,운송장비·부품,"1,970",6,0.31,"144,269,910,290"
363260,모비데이즈,KOSDAQ,기타서비스,516,2,0.39,"82,982,525,052"
348030,모비릭스,KOSDAQ,디지털컨텐츠,"8,130",40,0.49,"78,078,894,000"
250060,모비스,KOSDAQ,소프트웨어,"4,140",-60,-1.43,"133,189,239,960"
288980,모아데이타,KOSDAQ,소프트웨어,"2,250",-25,-1.10,"75,784,077,000"
033200,모아텍,KOSDAQ,IT부품,"3,580",0,0.00,"51,305,642,300"
333050,모코엠시스,KOSDAQ,소프트웨어,"1,320",42,3.29,"32,017,200,600"
118990,모트렉스,KOSDAQ,운송장비·부품,"14,270",-70,-0.49,"354,780,597,300"
006920,모헨즈,KOSDAQ,비금속,"3,785",-25,-0.66,"41,332,200,000"
001810,무림SP,KOSDAQ,종이·목재,"1,773",-19,-1.06,"39,249,787,500"
279600,미디어젠,KOSDAQ,소프트웨어,"11,420",-20,-0.17,"53,500,199,020"
095500,미래나노텍,KOSDAQ,IT부품,"19,180",-80,-0.42,"594,771,780,820"
254490,미래반도체,KOSDAQ,유통,"20,650",-650,-3.05,"298,144,700,000"
218150,미래생명자원,KOSDAQ,음식료·담배,"4,885",20,0.41,"99,731,192,770"
442900,미래에셋드림스팩1호,KOSDAQ,금융,"9,630",-30,-0.31,"73,958,400,000"
100790,미래에셋벤처투자,KOSDAQ,금융,"5,860",160,2.81,"319,530,271,000"
412930,미래에셋비전스팩1호,KOSDAQ,금융,"2,140",5,0.23,"13,216,640,000"
446190,미래에셋비전스팩2호,KOSDAQ,금융,"2,175",5,0.23,"10,766,250,000"
448830,미래에셋비전스팩3호,KOSDAQ,금융,"2,445",-10,-0.41,"12,029,400,000"
049950,미래컴퍼니,KOSDAQ,기계·장비,"30,250",50,0.17,"266,740,991,000"
207760,미스터블루,KOSDAQ,디지털컨텐츠,"2,550",-40,-1.54,"204,853,915,950"
059090,미코,KOSDAQ,반도체,"11,920",130,1.10,"398,327,993,760"
214610,미코바이오메드,KOSDAQ,의료·정밀기기,"1,733",24,1.40,"75,504,981,685"
201490,미투온,KOSDAQ,디지털컨텐츠,"2,815",30,1.08,"87,990,622,550"
418470,밀리의서재,KOSDAQ,디지털컨텐츠,"20,400",-100,-0.49,"171,121,095,600"
206640,바디텍메드,KOSDAQ,제약,"14,300",-280,-1.92,"335,857,808,000"
018700,바른손,KOSDAQ,유통,"1,619",58,3.72,"56,858,886,583"
035620,바른손이앤에이,KOSDAQ,오락·문화,648,3,0.47,"48,236,909,400"
053030,바이넥스,KOSDAQ,제약,"15,250",-760,-4.75,"484,355,982,000"
301300,바이브컴퍼니,KOSDAQ,소프트웨어,"7,010",-40,-0.57,"86,504,844,060"
064550,바이오니아,KOSDAQ,제약,"30,850",950,3.18,"796,247,477,350"
314930,바이오다인,KOSDAQ,의료·정밀기기,"10,100",-280,-2.70,"300,617,440,300"
208710,바이오로그디바이스,KOSDAQ,IT부품,710,0,0.00,"44,446,237,140"
086820,바이오솔루션,KOSDAQ,제약,"18,100",-100,-0.55,"147,396,010,600"
038460,바이오스마트,KOSDAQ,정보기기,"3,600",70,1.98,"77,173,642,800"
251120,바이오에프디엔씨,KOSDAQ,제약,"12,880",50,0.39,"112,000,616,000"
199730,바이오인프라,KOSDAQ,기타서비스,"11,090",40,0.36,"53,613,130,030"
086040,바이오톡스텍,KOSDAQ,기타서비스,"6,010",140,2.39,"95,909,064,470"
099430,바이오플러스,KOSDAQ,제약,"6,700",0,0.00,"388,136,788,800"
032980,바이온,KOSDAQ,유통,926,-38,-3.94,"37,519,579,104"
308080,바이젠셀,KOSDAQ,제약,"4,995",50,1.01,"95,732,871,300"
043150,바텍,KOSDAQ,의료·정밀기기,"30,450",-50,-0.16,"452,312,095,200"
323990,박셀바이오,KOSDAQ,기타서비스,"21,300",100,0.47,"489,755,160,000"
267790,배럴,KOSDAQ,섬유·의류,"7,030",-30,-0.42,"55,456,155,000"
046310,백금T&A,KOSDAQ,통신장비,"2,840",-35,-1.22,"46,628,940,440"
331520,밸로프,KOSDAQ,디지털컨텐츠,914,-6,-0.65,"46,490,052,460"
438700,버넥트,KOSDAQ,소프트웨어,"7,480",240,3.31,"82,702,545,200"
066410,버킷스튜디오,KOSDAQ,통신서비스,"1,153",0,0.00,"96,978,744,678"
382900,범한퓨얼셀,KOSDAQ,일반전기전자,"18,600",290,1.58,"162,954,600,000"
206400,베노티앤알,KOSDAQ,건설,"4,670",25,0.54,"140,563,674,960"
019010,베뉴지,KOSDAQ,유통,"2,065",0,0.00,"99,533,000,000"
177350,베셀,KOSDAQ,반도체,570,-70,-10.94,"45,536,153,160"
299910,베스파,KOSDAQ,디지털컨텐츠,"6,880",0,0.00,"32,483,121,920"
424760,벨로크,KOSDAQ,컴퓨터서비스,"1,585",35,2.26,"30,780,703,170"
225530,보광산업,KOSDAQ,비금속,"5,500",-10,-0.18,"199,862,998,500"
250000,보라티알,KOSDAQ,유통,"11,050",-110,-0.99,"74,595,599,650"
310210,보로노이,KOSDAQ,제약,"38,300",200,0.52,"666,374,308,100"
006910,보성파워텍,KOSDAQ,금속,"3,165",-15,-0.47,"155,495,892,960"
226340,본느,KOSDAQ,화학,"2,250",30,1.35,"79,623,742,500"
014470,부방,KOSDAQ,기타서비스,"2,350",-55,-2.29,"141,122,811,000"
008470,부스타,KOSDAQ,금속,"4,325",10,0.23,"36,350,760,000"
338220,뷰노,KOSDAQ,소프트웨어,"35,150",950,2.78,"481,187,998,850"
100120,뷰웍스,KOSDAQ,의료·정밀기기,"28,400",200,0.71,"284,052,966,000"
406820,뷰티스킨,KOSDAQ,화학,"13,890",90,0.65,"49,087,815,600"
337930,브랜드엑스코퍼레이션,KOSDAQ,인터넷,"5,180",90,1.77,"151,600,931,020"
099390,브레인즈컴퍼니,KOSDAQ,소프트웨어,"7,400",80,1.09,"60,741,294,200"
064480,브리지텍,KOSDAQ,컴퓨터서비스,"7,470",-210,-2.73,"89,285,175,000"
288330,브릿지바이오테라퓨틱스,KOSDAQ,제약,"3,385",285,9.19,"80,025,221,665"
365900,브이씨,KOSDAQ,기타제조,"4,305",125,2.99,"31,470,841,500"
251630,브이원텍,KOSDAQ,기계·장비,"9,580",-180,-1.84,"152,732,847,880"
018290,브이티,KOSDAQ,화학,"16,080",-290,-1.77,"575,631,952,560"
044480,블레이드 Ent,KOSDAQ,화학,860,-22,-2.49,"29,496,918,980"
439580,블루엠텍,KOSDAQ,유통,"15,250",180,1.19,"162,855,726,000"
033560,블루콤,KOSDAQ,IT부품,"3,480",-20,-0.57,"59,508,000,000"
369370,블리츠웨이,KOSDAQ,기타제조,"2,295",30,1.32,"113,825,417,940"
126340,비나텍,KOSDAQ,IT부품,"45,100",300,0.67,"261,733,204,700"
121800,비덴트,KOSDAQ,통신장비,"3,320",0,0.00,"256,309,348,520"
148140,비디아이,KOSDAQ,기계·장비,"6,140",0,0.00,"120,570,191,460"
082800,비보존 제약,KOSDAQ,제약,"3,525",275,8.46,"169,946,295,375"
318410,비비씨,KOSDAQ,기타제조,"11,750",0,0.00,"65,274,105,250"
419540,비스토스,KOSDAQ,의료·정밀기기,"2,230",40,1.83,"51,273,299,530"
146320,비씨엔씨,KOSDAQ,반도체,"22,200",100,0.45,"284,002,890,600"
200780,비씨월드제약,KOSDAQ,제약,"6,860",50,0.73,"61,001,754,240"
413640,비아이매트릭스,KOSDAQ,소프트웨어,"9,320",350,3.90,"67,168,680,800"
141000,비아트론,KOSDAQ,반도체,"8,140",20,0.25,"98,613,739,400"
083650,비에이치아이,KOSDAQ,기계·장비,"9,370",-20,-0.21,"289,948,793,750"
445360,비엔케이제1호스팩,KOSDAQ,금융,"2,095",-25,-1.18,"9,029,450,000"
473370,비엔케이제2호스팩,KOSDAQ,금융,"2,040",5,0.25,"8,588,400,000"
142760,비엘,KOSDAQ,기타서비스,"2,480",-125,-4.80,"80,042,101,680"
065170,비엘팜텍,KOSDAQ,유통,436,-24,-5.22,"38,791,163,724"
086670,비엠티,KOSDAQ,기계·장비,"11,690",-50,-0.43,"106,673,284,060"
335890,비올,KOSDAQ,의료·정밀기기,"9,340","1,010",12.12,"545,634,627,500"
230980,비유테크놀러지,KOSDAQ,출판·매체복제,229,0,0.00,"21,370,407,553"
138580,비즈니스온,KOSDAQ,소프트웨어,"12,940",140,1.09,"291,876,749,220"
082920,비츠로셀,KOSDAQ,IT부품,"18,850",-300,-1.57,"426,115,560,000"
054220,비츠로시스,KOSDAQ,일반전기전자,540,0,0.00,"26,546,723,460"
042370,비츠로테크,KOSDAQ,금융,"8,160",-20,-0.24,"213,792,204,000"
050090,비케이홀딩스,KOSDAQ,IT부품,"1,064",-1,-0.09,"21,050,958,040"
307870,비투엔,KOSDAQ,소프트웨어,"1,710",-40,-2.29,"58,136,911,740"
357880,비트나인,KOSDAQ,소프트웨어,"5,260",80,1.54,"54,935,208,560"
032850,비트컴퓨터,KOSDAQ,소프트웨어,"6,520",-20,-0.31,"108,383,870,360"
148780,비플라이소프트,KOSDAQ,소프트웨어,"1,477",-3,-0.20,"46,445,335,825"
238200,비피도,KOSDAQ,음식료·담배,"6,610",980,17.41,"54,069,800,000"
093190,빅솔론,KOSDAQ,정보기기,"5,510",0,0.00,"106,006,366,550"
065450,빅텍,KOSDAQ,의료·정밀기기,"4,970",65,1.33,"142,404,416,000"
210120,빅텐츠,KOSDAQ,오락·문화,"17,310",20,0.12,"54,433,199,100"
072950,빛샘전자,KOSDAQ,반도체,"6,000",10,0.17,"48,315,660,000"
143240,사람인,KOSDAQ,인터넷,"18,040",50,0.28,"210,766,064,520"
452430,사피엔반도체,KOSDAQ,반도체,"35,050","-2,550",-6.78,"273,420,703,800"
419120,산돌,KOSDAQ,소프트웨어,"9,930",30,0.30,"76,975,632,180"
122350,삼기,KOSDAQ,운송장비·부품,"2,015",16,0.80,"77,253,947,420"
419050,삼기이브이,KOSDAQ,운송장비·부품,"3,035",35,1.17,"173,590,588,400"
014970,삼륭물산,KOSDAQ,종이·목재,"3,680",-40,-1.08,"55,660,000,000"
018310,삼목에스폼,KOSDAQ,금속,"23,050",-800,-3.35,"338,835,000,000"
053700,삼보모터스,KOSDAQ,운송장비·부품,"5,320",30,0.57,"121,706,650,800"
009620,삼보산업,KOSDAQ,금속,"1,149",-34,-2.87,"57,514,231,398"
023600,삼보판지,KOSDAQ,종이·목재,"10,990",150,1.38,"177,708,300,000"
425290,삼성스팩6호,KOSDAQ,금융,"2,265",5,0.22,"12,502,800,000"
439250,삼성스팩7호,KOSDAQ,금융,"10,000",0,0.00,"35,020,000,000"
448740,삼성스팩8호,KOSDAQ,금융,"9,800",10,0.10,"45,707,200,000"
468510,삼성스팩9호,KOSDAQ,금융,"2,045",-5,-0.24,"22,597,250,000"
009300,삼아제약,KOSDAQ,제약,"16,540",160,0.98,"105,359,800,000"
225190,삼양옵틱스,KOSDAQ,의료·정밀기기,"9,170",-90,-0.97,"93,072,638,960"
361670,삼영에스앤씨,KOSDAQ,일반전기전자,"4,600",30,0.66,"26,071,226,800"
054540,삼영엠텍,KOSDAQ,금속,"4,040",70,1.76,"52,520,000,000"
065570,삼영이엔씨,KOSDAQ,통신장비,"3,080",20,0.65,"39,063,627,680"
032280,삼일,KOSDAQ,운송,"1,872",30,1.63,"30,351,840,480"
002290,삼일기업공사,KOSDAQ,건설,"3,610",-15,-0.41,"44,764,000,000"
037460,삼지전자,KOSDAQ,통신장비,"8,500",100,1.19,"138,707,437,000"
032750,삼진,KOSDAQ,일반전기전자,"5,210",60,1.17,"42,012,741,860"
054090,삼진엘앤디,KOSDAQ,IT부품,"1,412",-3,-0.21,"35,242,435,584"
000250,삼천당제약,KOSDAQ,제약,"85,500","-1,600",-1.84,"2,005,613,856,000"
024950,삼천리자전거,KOSDAQ,유통,"5,390",30,0.56,"71,544,580,030"
038500,삼표시멘트,KOSDAQ,비금속,"3,010",5,0.17,"324,828,081,060"
437730,삼현,KOSDAQ,운송장비·부품,"51,400","4,400",9.36,"543,256,314,600"
017480,삼현철강,KOSDAQ,금속,"5,050",-50,-0.98,"79,299,594,500"
046390,삼화네트웍스,KOSDAQ,오락·문화,"1,666",0,0.00,"71,926,106,378"
027580,상보,KOSDAQ,화학,"1,827",-14,-0.76,"108,124,196,733"
038540,상상인,KOSDAQ,컴퓨터서비스,"3,750",15,0.40,"207,481,173,750"
101000,상상인인더스트리,KOSDAQ,기계·장비,"4,145",100,2.47,"77,840,811,960"
415580,상상인제3호스팩,KOSDAQ,금융,"2,080",5,0.24,"11,044,800,000"
452670,상상인제4호스팩,KOSDAQ,금융,"2,020",0,0.00,"10,544,400,000"
091580,상신이디피,KOSDAQ,IT부품,"19,170",-120,-0.62,"261,252,958,230"
263810,상신전자,KOSDAQ,일반전기전자,"4,205",0,0.00,"59,899,039,190"
089980,상아프론테크,KOSDAQ,화학,"19,170",190,1.00,"306,509,839,290"
042940,상지카일룸,KOSDAQ,건설,459,9,2.00,"48,403,587,501"
042600,새로닉스,KOSDAQ,IT부품,"26,500",950,3.72,"329,224,711,000"
107600,새빗켐,KOSDAQ,화학,"59,000",700,1.20,"286,831,155,000"
411080,샌즈랩,KOSDAQ,소프트웨어,"7,850",-90,-1.13,"118,497,618,300"
252990,샘씨엔에스,KOSDAQ,반도체,"6,830",-140,-2.01,"361,297,335,550"
378800,샤페론,KOSDAQ,제약,"3,485",-5,-0.14,"80,402,543,035"
294630,서남,KOSDAQ,일반전기전자,"5,950",-250,-4.03,"140,053,831,050"
038070,서린바이오,KOSDAQ,유통,"10,250",160,1.59,"89,181,929,000"
006730,서부T&D,KOSDAQ,숙박·음식,"7,340",0,0.00,"451,874,188,940"
079650,서산,KOSDAQ,비금속,"1,489",11,0.74,"29,780,000,000"
100660,서암기계공업,KOSDAQ,기계·장비,"4,910",-40,-0.81,"61,866,000,000"
019770,서연탑메탈,KOSDAQ,기계·장비,"4,445",15,0.34,"51,784,250,000"
043710,서울리거,KOSDAQ,유통,623,1,0.16,"31,273,902,240"
092190,서울바이오시스,KOSDAQ,IT부품,"3,570",35,0.99,"163,750,127,310"
046890,서울반도체,KOSDAQ,반도체,"9,960",-20,-0.20,"580,721,784,000"
063170,서울옥션,KOSDAQ,유통,"10,190",-70,-0.68,"181,119,780,730"
027040,서울전자통신,KOSDAQ,IT부품,389,0,0.00,"27,070,061,483"
018680,서울제약,KOSDAQ,제약,"3,510",45,1.30,"40,924,209,690"
093920,서원인텍,KOSDAQ,IT부품,"5,780",0,0.00,"107,508,000,000"
189860,서전기전,KOSDAQ,일반전기전자,"4,215",-5,-0.12,"40,880,357,700"
178320,서진시스템,KOSDAQ,통신장비,"24,800",-50,-0.20,"931,999,921,600"
122690,서진오토모티브,KOSDAQ,운송장비·부품,"3,500",-135,-3.71,"74,298,458,500"
140070,서플러스글로벌,KOSDAQ,유통,"3,700",-50,-1.33,"136,855,600,000"
011370,서한,KOSDAQ,건설,850,8,0.95,"85,760,635,250"
065710,서호전기,KOSDAQ,일반전기전자,"19,500",80,0.41,"100,425,000,000"
035890,서희건설,KOSDAQ,건설,"1,341",31,2.37,"308,173,140,837"
357550,석경에이티,KOSDAQ,화학,"63,300","-1,400",-2.16,"345,301,500,000"
003100,선광,KOSDAQ,운송,"18,500",-110,-0.59,"122,100,000,000"
067370,선바이오,KOSDAQ,제약,"9,300",10,0.11,"114,516,061,500"
171090,선익시스템,KOSDAQ,반도체,"37,850","-1,550",-3.93,"357,363,235,250"
086710,선진뷰티사이언스,KOSDAQ,화학,"7,810",-30,-0.38,"95,307,616,800"
014620,성광벤드,KOSDAQ,금속,"11,390",10,0.09,"325,754,000,000"
037350,성도이엔지,KOSDAQ,기타서비스,"3,965",0,0.00,"61,338,550,000"
081580,성우전자,KOSDAQ,IT부품,"2,200",0,0.00,"34,117,914,600"
045300,성우테크론,KOSDAQ,반도체,"3,825",0,0.00,"38,095,408,800"
015750,성우하이텍,KOSDAQ,운송장비·부품,"9,920",20,0.20,"793,600,000,000"
365340,성일하이텍,KOSDAQ,화학,"92,500",-200,-0.22,"1,119,702,325,000"
080470,성창오토텍,KOSDAQ,운송장비·부품,"4,600",-5,-0.11,"33,580,000,000"
043260,성호전자,KOSDAQ,IT부품,"1,516",-14,-0.92,"80,962,562,144"
148150,세경하이테크,KOSDAQ,일반전기전자,"9,810",-90,-0.91,"346,811,389,830"
188260,세니젠,KOSDAQ,기타제조,"3,815",15,0.39,"25,760,169,470"
053060,세동,KOSDAQ,운송장비·부품,"1,585",-26,-1.61,"27,987,009,115"
340440,세림B&G,KOSDAQ,화학,"1,703",0,0.00,"48,328,353,892"
017510,세명전기,KOSDAQ,금속,"2,925",5,0.17,"44,594,550,000"
011560,세보엠이씨,KOSDAQ,건설,"9,330",-30,-0.32,"98,244,900,000"
396300,세아메카닉스,KOSDAQ,금속,"4,080",10,0.25,"108,077,160,000"
100700,세운메디칼,KOSDAQ,제약,"2,885",25,0.87,"126,363,000,000"
024830,세원물산,KOSDAQ,운송장비·부품,"7,240",-10,-0.14,"60,454,000,000"
258830,세종메디칼,KOSDAQ,의료·정밀기기,375,-7,-1.83,"20,762,153,250"
036630,세종텔레콤,KOSDAQ,통신서비스,634,0,0.00,"139,480,000,000"
039310,세중,KOSDAQ,소프트웨어,"2,140",-35,-1.61,"38,780,367,380"
